primaryTitle,titleType,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
How to Train Your Dragon: The Hidden World,movie,2019,NA,104,"Action,Adventure,Animation",7.5,98291
The Gold Rush,movie,1925,NA,95,"Adventure,Comedy,Drama",8.2,98180
Sphere,movie,1998,NA,134,"Action,Mystery,Sci-Fi",6.1,98141
The Ladykillers,movie,2004,NA,104,"Comedy,Crime,Thriller",6.2,98114
Monster House,movie,2006,NA,91,"Animation,Comedy,Family",6.6,98105
Legion,movie,2010,NA,100,"Action,Fantasy,Horror",5.2,98085
Just Like Heaven,movie,2005,NA,95,"Comedy,Drama,Fantasy",6.7,98083
Friday,movie,1995,NA,91,"Comedy,Drama",7.3,98074
The Rum Diary,movie,2011,NA,119,"Comedy,Drama",6.2,97995
The Legend of Korra,tvSeries,2012,2014,23,"Action,Adventure,Animation",8.4,97874
The 5th Wave,movie,2016,NA,112,"Action,Adventure,Sci-Fi",5.2,97873
Unleashed,movie,2005,NA,103,"Action,Adventure,Crime",7,97757
Behind Enemy Lines,movie,2001,NA,106,"Action,Drama,Thriller",6.4,97736
Hot Shots!,movie,1991,NA,84,"Action,Comedy",6.8,97709
Silence,movie,2016,NA,161,"Drama,History",7.2,97703
A Dangerous Method,movie,2011,NA,99,"Biography,Drama,Romance",6.4,97608
Star Trek: The Next Generation,tvSeries,1987,1994,44,"Action,Adventure,Mystery",8.6,97554
The Full Monty,movie,1997,NA,91,"Comedy,Drama",7.2,97519
United 93,movie,2006,NA,111,"Action,Drama,History",7.5,97471
Driving Miss Daisy,movie,1989,NA,99,Drama,7.3,97381
The Good Shepherd,movie,2006,NA,167,"Drama,History,Thriller",6.7,97372
Wall Street: Money Never Sleeps,movie,2010,NA,133,Drama,6.2,97152
Broken Flowers,movie,2005,NA,106,"Comedy,Drama,Mystery",7.2,97114
Jacob's Ladder,movie,1990,NA,113,"Drama,Horror,Mystery",7.5,97072
Scooby-Doo,movie,2002,NA,89,"Adventure,Comedy,Family",5.1,96978
Poseidon,movie,2006,NA,98,"Action,Adventure,Thriller",5.7,96976
My Name Is Khan,movie,2010,NA,165,Drama,8,96960
Dan in Real Life,movie,2007,NA,98,"Comedy,Drama,Romance",6.7,96940
Born on the Fourth of July,movie,1989,NA,145,"Biography,Drama,War",7.2,96887
Four Rooms,movie,1995,NA,98,Comedy,6.8,96821
Extremely Loud & Incredibly Close,movie,2011,NA,129,"Adventure,Drama,Mystery",6.9,96821
Elite Squad,movie,2007,NA,115,"Action,Crime,Drama",8.1,96793
The Foreigner,movie,2017,NA,113,"Action,Thriller",7,96782
Superman II,movie,1980,NA,127,"Action,Adventure,Sci-Fi",6.8,96717
Little Nicky,movie,2000,NA,90,"Comedy,Fantasy",5.3,96682
That Awkward Moment,movie,2014,NA,94,"Comedy,Romance",6.1,96668
Primer,movie,2004,NA,77,"Drama,Sci-Fi,Thriller",6.9,96664
The Spy Who Loved Me,movie,1977,NA,125,"Action,Adventure,Thriller",7.1,96502
Gifted,movie,2017,NA,101,Drama,7.6,96438
The Interpreter,movie,2005,NA,128,"Crime,Mystery,Thriller",6.4,96407
Tootsie,movie,1982,NA,116,"Comedy,Drama,Romance",7.4,96343
Running Scared,movie,2006,NA,122,"Action,Crime,Drama",7.4,96285
Murder Mystery,movie,2019,NA,97,"Action,Comedy,Crime",6,96232
The Killing,tvSeries,2011,2014,45,"Crime,Drama,Mystery",8.2,96082
Bean,movie,1997,NA,89,"Adventure,Comedy,Family",6.5,96048
The Huntsman: Winter's War,movie,2016,NA,114,"Action,Adventure,Drama",6.1,96042
Downsizing,movie,2017,NA,135,"Drama,Sci-Fi",5.7,96036
The Office,tvSeries,2001,2003,30,"Comedy,Drama",8.5,96022
Not Another Teen Movie,movie,2001,NA,89,Comedy,5.7,96001
Ip Man 2,movie,2010,NA,108,"Action,Biography,Drama",7.5,95992
Your Highness,movie,2011,NA,102,"Adventure,Comedy,Fantasy",5.5,95933
Gilmore Girls,tvSeries,2000,2007,44,"Comedy,Drama",8.1,95861
Frankenweenie,movie,2012,NA,87,"Animation,Comedy,Family",6.9,95835
The Expanse,tvSeries,2015,NA,60,"Drama,Mystery,Sci-Fi",8.5,95809
Fences,movie,2016,NA,139,Drama,7.2,95729
Music and Lyrics,movie,2007,NA,104,"Comedy,Music,Romance",6.5,95711
Naked Gun 33 1/3: The Final Insult,movie,1994,NA,83,"Comedy,Crime",6.5,95629
The Motorcycle Diaries,movie,2004,NA,126,"Adventure,Biography,Drama",7.8,95599
Bedazzled,movie,2000,NA,93,"Comedy,Fantasy",6,95541
The Counselor,movie,2013,NA,117,"Crime,Drama,Thriller",5.3,95494
Jo Nesbø's Headhunters,movie,2011,NA,96,"Action,Crime,Thriller",7.5,95482
Paddington,movie,2014,NA,95,"Adventure,Comedy,Family",7.2,95413
Friday the 13th,movie,2009,NA,97,"Horror,Mystery,Thriller",5.5,95385
The Final Destination,movie,2009,NA,82,"Horror,Thriller",5.2,95375
Before the Devil Knows You're Dead,movie,2007,NA,117,"Crime,Drama,Thriller",7.3,95238
"Love, Simon",movie,2018,NA,110,"Comedy,Drama,Romance",7.6,95121
Married... with Children,tvSeries,1987,1997,22,Comedy,8,95089
Super Troopers,movie,2001,NA,100,"Comedy,Crime,Mystery",7.1,95065
Anaconda,movie,1997,NA,89,"Action,Adventure,Horror",4.8,94905
Brother Bear,movie,2003,NA,85,"Adventure,Animation,Comedy",6.8,94817
Never Back Down,movie,2008,NA,113,"Action,Drama,Sport",6.6,94805
Tango & Cash,movie,1989,NA,104,"Action,Comedy,Crime",6.4,94473
National Lampoon's Vacation,movie,1983,NA,98,"Adventure,Comedy",7.4,94437
U.S. Marshals,movie,1998,NA,131,"Action,Crime,Thriller",6.6,94398
Conan the Barbarian,movie,2011,NA,113,"Action,Adventure,Fantasy",5.2,94339
My Name Is Earl,tvSeries,2005,2009,22,Comedy,7.7,94257
Glengarry Glen Ross,movie,1992,NA,100,"Crime,Drama,Mystery",7.7,94198
The Cell,movie,2000,NA,107,"Horror,Sci-Fi,Thriller",6.3,94154
Lady in the Water,movie,2006,NA,110,"Drama,Fantasy,Mystery",5.5,93966
Lockout,movie,2012,NA,95,"Action,Sci-Fi,Thriller",6.1,93627
Drive Angry,movie,2011,NA,104,"Action,Fantasy,Thriller",5.4,93462
Volver,movie,2006,NA,121,"Comedy,Drama",7.6,93410
Octopussy,movie,1983,NA,131,"Action,Adventure,Thriller",6.6,93388
The Last Witch Hunter,movie,2015,NA,106,"Action,Adventure,Fantasy",6,93312
"Good Night, and Good Luck.",movie,2005,NA,93,"Biography,Drama,History",7.4,93264
Vacancy,movie,2007,NA,85,"Horror,Thriller",6.2,93231
The Cloverfield Paradox,movie,2018,NA,102,"Action,Adventure,Horror",5.5,93185
Philomena,movie,2013,NA,98,"Biography,Comedy,Drama",7.6,93005
Jobs,movie,2013,NA,128,"Biography,Drama",5.9,92833
Money Monster,movie,2016,NA,98,"Crime,Drama,Thriller",6.5,92792
Licence to Kill,movie,1989,NA,133,"Action,Adventure,Thriller",6.6,92781
Inherent Vice,movie,2014,NA,148,"Comedy,Crime,Drama",6.7,92731
Colombiana,movie,2011,NA,108,"Action,Drama,Thriller",6.4,92716
Leap Year,movie,2010,NA,100,"Comedy,Romance",6.5,92679
Ali,movie,2001,NA,157,"Biography,Drama,Sport",6.8,92638
Babylon A.D.,movie,2008,NA,90,"Action,Adventure,Sci-Fi",5.6,92614
30 Minutes or Less,movie,2011,NA,83,"Action,Comedy,Crime",6.1,92563
Cheaper by the Dozen,movie,2003,NA,98,"Comedy,Family",5.9,92530
The Santa Clause,movie,1994,NA,97,"Comedy,Drama,Family",6.5,92515
eXistenZ,movie,1999,NA,97,"Horror,Sci-Fi,Thriller",6.8,92490
Splice,movie,2009,NA,104,"Drama,Horror,Sci-Fi",5.7,92487
Conspiracy Theory,movie,1997,NA,135,"Action,Mystery,Thriller",6.7,92420
Deadwood,tvSeries,2004,2006,55,"Crime,Drama,History",8.6,92394
Reign Over Me,movie,2007,NA,124,Drama,7.4,92379
Pet Sematary,movie,1989,NA,103,"Fantasy,Horror,Thriller",6.6,92351
A Prophet,movie,2009,NA,155,"Crime,Drama",7.9,92292
The Core,movie,2003,NA,135,"Action,Adventure,Sci-Fi",5.5,92285
The Last Emperor,movie,1987,NA,163,"Biography,Drama,History",7.7,92277
ParaNorman,movie,2012,NA,92,"Adventure,Animation,Comedy",7,92204
Cellular,movie,2004,NA,94,"Action,Crime,Thriller",6.5,92181
The Warriors,movie,1979,NA,92,"Action,Crime,Thriller",7.6,92160
Ghost Ship,movie,2002,NA,91,Horror,5.5,92137
The Cider House Rules,movie,1999,NA,126,"Drama,Romance",7.4,92093
A League of Their Own,movie,1992,NA,128,"Comedy,Drama,Family",7.3,92002
Fast Times at Ridgemont High,movie,1982,NA,90,"Comedy,Drama",7.2,91957
The Devil's Rejects,movie,2005,NA,107,Horror,6.8,91921
It Happened One Night,movie,1934,NA,105,"Comedy,Romance",8.1,91829
Elizabeth,movie,1998,NA,124,"Biography,Drama,History",7.4,91778
The Five-Year Engagement,movie,2012,NA,124,"Comedy,Romance",6.2,91768
The Legend of Zorro,movie,2005,NA,129,"Action,Adventure,Romance",6,91730
Zathura: A Space Adventure,movie,2005,NA,101,"Action,Adventure,Comedy",6.2,91538
The Last Boy Scout,movie,1991,NA,105,"Action,Comedy,Crime",7,91531
Amour,movie,2012,NA,127,"Drama,Romance",7.9,91493
Hocus Pocus,movie,1993,NA,96,"Comedy,Family,Fantasy",6.9,91491
Runaway Bride,movie,1999,NA,116,"Comedy,Romance",5.6,91378
Geostorm,movie,2017,NA,109,"Action,Sci-Fi,Thriller",5.3,91355
Boys Don't Cry,movie,1999,NA,118,"Biography,Crime,Drama",7.5,91345
Journey 2: The Mysterious Island,movie,2012,NA,94,"Action,Adventure,Family",5.8,91265
Crocodile Dundee,movie,1986,NA,97,"Action,Adventure,Comedy",6.6,91232
A Nightmare on Elm Street,movie,2010,NA,95,"Crime,Drama,Horror",5.2,91145
Gremlins 2: The New Batch,movie,1990,NA,106,"Comedy,Fantasy,Horror",6.4,91031
Sahara,movie,2005,NA,124,"Action,Adventure,Comedy",6,91001
The Florida Project,movie,2017,NA,111,Drama,7.6,90893
Cool Runnings,movie,1993,NA,98,"Adventure,Comedy,Family",7,90889
Year One,movie,2009,NA,97,Comedy,4.9,90844
Land of the Dead,movie,2005,NA,93,"Horror,Sci-Fi,Thriller",6.2,90793
In the Line of Fire,movie,1993,NA,128,"Action,Crime,Drama",7.2,90792
The American,movie,2010,NA,105,"Crime,Drama,Thriller",6.3,90760
I Love You Phillip Morris,movie,2009,NA,102,"Biography,Comedy,Crime",6.6,90716
Black Sails,tvSeries,2014,2017,56,"Adventure,Drama",8.2,90564
Iron Sky,movie,2012,NA,93,"Action,Adventure,Comedy",5.9,90546
Home,movie,2015,NA,94,"Adventure,Animation,Comedy",6.6,90529
Small Soldiers,movie,1998,NA,108,"Action,Adventure,Comedy",6.2,90455
The International,movie,2009,NA,118,"Action,Crime,Drama",6.5,90403
The Ring Two,movie,2005,NA,110,"Horror,Mystery",5.4,90376
Doctor Dolittle,movie,1998,NA,85,"Comedy,Family,Fantasy",5.4,90374
The Hurricane,movie,1999,NA,146,"Biography,Drama,Sport",7.6,90342
Dead Alive,movie,1992,NA,104,"Action,Comedy,Fantasy",7.5,90273
For Your Eyes Only,movie,1981,NA,127,"Action,Adventure,Thriller",6.8,90237
Alice Through the Looking Glass,movie,2016,NA,113,"Adventure,Family,Fantasy",6.2,90216
Intolerable Cruelty,movie,2003,NA,100,"Comedy,Crime,Romance",6.2,90200
Anna Karenina,movie,2012,NA,129,"Drama,Romance",6.6,90156
The Experiment,movie,2001,NA,120,"Drama,Thriller",7.7,90088
DragonHeart,movie,1996,NA,103,"Action,Adventure,Fantasy",6.5,90080
An American Werewolf in London,movie,1981,NA,97,"Comedy,Horror",7.5,90018
Runaway Jury,movie,2003,NA,127,"Crime,Drama,Thriller",7.1,89918
While You Were Sleeping,movie,1995,NA,103,"Comedy,Drama,Romance",6.7,89917
The Rite,movie,2011,NA,114,"Drama,Horror,Mystery",6,89877
The Losers,movie,2010,NA,97,"Action,Adventure,Crime",6.3,89872
DC's Legends of Tomorrow,tvSeries,2016,NA,42,"Action,Adventure,Drama",6.8,89834
"Love, Death & Robots",tvSeries,2019,NA,15,"Animation,Comedy,Fantasy",8.5,89773
The Girl Who Played with Fire,movie,2009,NA,129,"Crime,Drama,Mystery",7.2,89745
Take Shelter,movie,2011,NA,121,"Drama,Horror,Thriller",7.4,89702
Hereafter,movie,2010,NA,129,"Drama,Fantasy,Romance",6.4,89681
Broken Arrow,movie,1996,NA,108,"Action,Adventure,Thriller",6.1,89641
Jingle All the Way,movie,1996,NA,89,"Adventure,Comedy,Family",5.6,89575
Season of the Witch,movie,2011,NA,95,"Action,Adventure,Fantasy",5.4,89533
The Invitation,movie,2015,NA,100,"Drama,Mystery,Thriller",6.6,89511
That's My Boy,movie,2012,NA,116,Comedy,5.5,89497
Den of Thieves,movie,2018,NA,148,"Action,Crime,Drama",7,89455
Long Shot,movie,2019,NA,125,"Comedy,Romance",6.8,89372
Funny Games,movie,2007,NA,111,"Crime,Drama,Horror",6.6,89192
Paranormal Activity 3,movie,2011,NA,83,"Horror,Mystery",5.8,89157
The Best Exotic Marigold Hotel,movie,2011,NA,124,"Comedy,Drama,Romance",7.2,89145
Moonraker,movie,1979,NA,126,"Action,Adventure,Sci-Fi",6.3,89100
Saw: The Final Chapter,movie,2010,NA,90,"Horror,Mystery",5.6,88989
Dead Man,movie,1995,NA,121,"Adventure,Drama,Fantasy",7.6,88940
WarGames,movie,1983,NA,114,"Action,Adventure,Drama",7.1,88897
Only Lovers Left Alive,movie,2013,NA,123,"Comedy,Drama,Fantasy",7.3,88839
The Hot Chick,movie,2002,NA,104,"Comedy,Fantasy",5.5,88821
Edge of Darkness,movie,2010,NA,117,"Action,Crime,Drama",6.6,88808
Revolver,movie,2005,NA,111,"Action,Crime,Drama",6.4,88735
Patriots Day,movie,2016,NA,133,"Action,Crime,Drama",7.4,88700
The Rains of Castamere,tvEpisode,2013,NA,51,"Action,Adventure,Drama",9.9,88699
Cloudy With a Chance of Meatballs 2,movie,2013,NA,95,"Adventure,Animation,Comedy",6.4,88496
Election,movie,1999,NA,103,"Comedy,Drama,Romance",7.2,88475
Jackass Presents: Bad Grandpa,movie,2013,NA,92,Comedy,6.5,88474
My Sister's Keeper,movie,2009,NA,109,"Drama,Family",7.4,88372
Three Colors: Red,movie,1994,NA,99,"Drama,Mystery,Romance",8.1,88329
The Painted Veil,movie,2006,NA,125,"Drama,Romance",7.5,88229
Malena,movie,2000,NA,108,"Comedy,Drama,Romance",7.5,88220
The Box,movie,2009,NA,115,"Drama,Fantasy,Mystery",5.6,88159
Waiting...,movie,2005,NA,94,Comedy,6.8,88080
Self/less,movie,2015,NA,117,"Action,Mystery,Sci-Fi",6.5,88065
Be Kind Rewind,movie,2008,NA,102,Comedy,6.4,88011
The X Files: I Want to Believe,movie,2008,NA,104,"Crime,Drama,Horror",5.9,88004
Clear and Present Danger,movie,1994,NA,141,"Action,Crime,Drama",6.9,87901
The One,movie,2001,NA,87,"Action,Sci-Fi,Thriller",5.9,87881
Dreamcatcher,movie,2003,NA,136,"Drama,Horror,Sci-Fi",5.5,87852
Nick and Norah's Infinite Playlist,movie,2008,NA,90,"Comedy,Drama,Music",6.6,87713
All About My Mother,movie,1999,NA,101,Drama,7.8,87494
The OA,tvSeries,2016,2019,60,"Drama,Fantasy,Mystery",7.8,87334
"Paris, Texas",movie,1984,NA,145,Drama,8.1,87328
Dead Man Walking,movie,1995,NA,122,"Crime,Drama",7.5,87304
Persepolis,movie,2007,NA,96,"Animation,Biography,Drama",8,87276
A Good Year,movie,2006,NA,117,"Comedy,Drama,Romance",7,87232
The Living Daylights,movie,1987,NA,130,"Action,Adventure,Thriller",6.7,87198
Fantasia,movie,1940,NA,125,"Animation,Family,Fantasy",7.7,87088
Oz,tvSeries,1997,2003,55,"Crime,Drama,Thriller",8.7,87038
Bedtime Stories,movie,2008,NA,99,"Comedy,Family,Fantasy",6,87018
Three Colors: Blue,movie,1993,NA,94,"Drama,Music,Mystery",7.9,86975
Leyla and Mecnun,tvSeries,2011,2014,80,"Adventure,Comedy,Drama",9.1,86968
Nosferatu,movie,1922,NA,94,"Fantasy,Horror",7.9,86966
The Spiderwick Chronicles,movie,2008,NA,96,"Action,Adventure,Drama",6.5,86929
Demolition,movie,2015,NA,101,"Action,Comedy,Drama",7,86915
Monsters,movie,2010,NA,94,"Adventure,Drama,Romance",6.4,86878
The People vs. Larry Flynt,movie,1996,NA,130,"Biography,Drama",7.3,86793
Do the Right Thing,movie,1989,NA,120,"Comedy,Drama",8,86761
Grosse Pointe Blank,movie,1997,NA,107,"Action,Comedy,Crime",7.3,86697
A View to a Kill,movie,1985,NA,131,"Action,Adventure,Thriller",6.4,86615
Heathers,movie,1989,NA,103,"Comedy,Crime",7.2,86547
The Pacifier,movie,2005,NA,95,"Action,Comedy,Drama",5.6,86471
The Guardian,movie,2006,NA,139,"Action,Adventure,Drama",6.9,86460
The Muppets,movie,2011,NA,120,"Adventure,Comedy,Family",7.1,86385
Disaster Movie,movie,2008,NA,87,Comedy,1.9,86373
Mr. Popper's Penguins,movie,2011,NA,94,"Comedy,Family,Fantasy",6,86336
Elektra,movie,2005,NA,97,"Action,Adventure,Crime",4.7,86319
Mississippi Burning,movie,1988,NA,128,"Crime,Drama,History",7.8,86304
Bring It On,movie,2000,NA,98,"Comedy,Romance,Sport",6,86071
3 Days to Kill,movie,2014,NA,117,"Action,Drama,Thriller",6.2,86019
Killers,movie,2010,NA,100,"Action,Comedy,Romance",5.5,86002
Sister Act,movie,1992,NA,100,"Comedy,Crime,Family",6.4,85938
Sling Blade,movie,1996,NA,135,Drama,8,85881
Meet the Robinsons,movie,2007,NA,95,"Adventure,Animation,Comedy",6.8,85860
Blood Simple,movie,1984,NA,99,"Crime,Drama,Thriller",7.6,85841
Skyline,movie,2010,NA,92,"Action,Sci-Fi,Thriller",4.4,85786
Cowboy Bebop,tvSeries,1998,1999,24,"Action,Adventure,Animation",8.9,85742
The Thomas Crown Affair,movie,1999,NA,113,"Crime,Romance,Thriller",6.8,85708
Child's Play,movie,1988,NA,87,"Fantasy,Horror,Thriller",6.6,85677
Felina,tvEpisode,2013,NA,55,"Crime,Drama,Thriller",9.9,85561
Nymphomaniac: Vol. II,movie,2013,NA,124,Drama,6.7,85299
Following,movie,1998,NA,69,"Crime,Mystery,Thriller",7.5,85155
The Heartbreak Kid,movie,2007,NA,116,"Comedy,Romance",5.8,85155
Piranha 3D,movie,2010,NA,88,"Comedy,Horror",5.4,85125
Gerald's Game,movie,2017,NA,103,"Drama,Horror,Thriller",6.6,85039
The King of Comedy,movie,1982,NA,109,"Comedy,Crime,Drama",7.8,85028
Biutiful,movie,2010,NA,148,"Drama,Romance",7.5,85015
Here Comes the Boom,movie,2012,NA,105,"Action,Comedy,Sport",6.4,84996
Concussion,movie,2015,NA,123,"Biography,Drama,Sport",7.1,84969
Open Season,movie,2006,NA,86,"Adventure,Animation,Comedy",6.1,84909
Good Luck Chuck,movie,2007,NA,101,"Comedy,Romance",5.6,84886
It's Complicated,movie,2009,NA,121,"Comedy,Drama,Romance",6.5,84859
Cop Land,movie,1997,NA,105,"Crime,Drama,Thriller",6.9,84809
The Grapes of Wrath,movie,1940,NA,129,"Drama,History",8,84782
Witness,movie,1985,NA,112,"Crime,Drama,Romance",7.4,84744
Elephant,movie,2003,NA,81,"Crime,Drama,Thriller",7.2,84695
42,movie,2013,NA,128,"Biography,Drama,Sport",7.5,84685
Cop Out,movie,2010,NA,107,"Action,Comedy,Crime",5.6,84682
Falling Skies,tvSeries,2011,2015,42,"Action,Adventure,Drama",7.2,84681
Making a Murderer,tvSeries,2015,NA,60,"Crime,Documentary",8.6,84646
Sweet November,movie,2001,NA,119,"Drama,Romance",6.7,84595
Batman: The Animated Series,tvSeries,1992,1995,23,"Action,Adventure,Animation",9,84593
Selma,movie,2014,NA,128,"Biography,Drama,History",7.5,84554
Chicken Little,movie,2005,NA,81,"Adventure,Animation,Comedy",5.7,84490
Hostel: Part II,movie,2007,NA,94,"Horror,Thriller",5.5,84372
Submarine,movie,2010,NA,97,"Comedy,Drama,Romance",7.3,84352
The Last House on the Left,movie,2009,NA,110,"Horror,Thriller",6.5,84351
Tom Clancy's Jack Ryan,tvSeries,2018,NA,60,"Action,Drama,Thriller",8.1,84326
Twin Peaks: Fire Walk with Me,movie,1992,NA,134,"Drama,Horror,Mystery",7.3,84305
War,movie,2007,NA,103,"Action,Thriller",6.2,84279
Teenage Mutant Ninja Turtles,movie,1990,NA,93,"Action,Adventure,Comedy",6.8,84086
Out of Sight,movie,1998,NA,123,"Comedy,Crime,Drama",7,84002
We Own the Night,movie,2007,NA,117,"Crime,Drama,Thriller",6.8,83944
The Quick and the Dead,movie,1995,NA,107,"Action,Romance,Thriller",6.4,83923
Righteous Kill,movie,2008,NA,101,"Crime,Drama,Mystery",6,83906
xXx: Return of Xander Cage,movie,2017,NA,107,"Action,Adventure,Thriller",5.2,83895
Malcolm X,movie,1992,NA,202,"Biography,Drama,History",7.7,83820
Dead Silence,movie,2007,NA,89,"Horror,Mystery,Thriller",6.2,83735
Around the World in 80 Days,movie,2004,NA,120,"Action,Adventure,Comedy",5.9,83625
August: Osage County,movie,2013,NA,121,"Comedy,Drama",7.2,83609
Banshee,tvSeries,2013,2016,60,"Action,Crime,Drama",8.4,83601
Harry Brown,movie,2009,NA,103,"Action,Crime,Drama",7.2,83468
Ali G Indahouse,movie,2002,NA,85,Comedy,6.2,83453
Half Nelson,movie,2006,NA,106,Drama,7.2,83439
Ghost Dog: The Way of the Samurai,movie,1999,NA,116,"Action,Crime,Drama",7.5,83388
To Rome With Love,movie,2012,NA,112,"Comedy,Music,Romance",6.3,83385
Scrooged,movie,1988,NA,101,"Comedy,Drama,Fantasy",7,83306
American Ultra,movie,2015,NA,96,"Action,Comedy",6.1,83299
Psych,tvSeries,2006,2014,44,"Comedy,Crime,Mystery",8.3,83288
A Cure for Wellness,movie,2016,NA,146,"Drama,Fantasy,Horror",6.4,83285
Flubber,movie,1997,NA,93,"Comedy,Family,Sci-Fi",5.3,83271
She's All That,movie,1999,NA,95,"Comedy,Romance",5.9,83235
Sing Street,movie,2016,NA,106,"Comedy,Drama,Music",7.9,83208
Eddie the Eagle,movie,2015,NA,106,"Biography,Comedy,Drama",7.4,83193
Beautiful Creatures,movie,2013,NA,124,"Drama,Fantasy,Romance",6.1,83191
Hot Shots! Part Deux,movie,1993,NA,86,"Action,Comedy",6.6,83157
The Fox and the Hound,movie,1981,NA,83,"Adventure,Animation,Drama",7.3,83152
Unthinkable,movie,2010,NA,97,"Crime,Drama,Thriller",7.1,83114
Crazy Heart,movie,2009,NA,112,"Drama,Music,Romance",7.2,83102
Goon,movie,2011,NA,92,"Comedy,Drama,Sport",6.8,83087
The Following,tvSeries,2013,2015,43,"Crime,Drama,Horror",7.4,83085
Mirror Mirror,movie,2012,NA,106,"Adventure,Comedy,Drama",5.6,83059
Our Idiot Brother,movie,2011,NA,90,"Comedy,Drama",6.4,83057
Sex Drive,movie,2008,NA,109,"Comedy,Romance",6.5,83014
Bone Tomahawk,movie,2015,NA,132,"Drama,Horror,Western",7.1,82976
Maid in Manhattan,movie,2002,NA,105,"Comedy,Drama,Romance",5.3,82961
Uncle Buck,movie,1989,NA,100,Comedy,7,82917
Star Trek: Discovery,tvSeries,2017,NA,60,"Action,Adventure,Drama",7.3,82866
The Death of Stalin,movie,2017,NA,107,"Comedy,Drama,History",7.2,82786
The Man in the High Castle,tvSeries,2015,2019,60,"Drama,Sci-Fi,Thriller",8,82772
Ghosts of Girlfriends Past,movie,2009,NA,115,"Comedy,Fantasy,Romance",5.8,82725
Stuck in Love.,movie,2012,NA,97,"Comedy,Drama,Romance",7.2,82659
The Road to El Dorado,movie,2000,NA,89,"Adventure,Animation,Comedy",6.9,82622
The Doors,movie,1991,NA,140,"Biography,Drama,Music",7.2,82590
My Week with Marilyn,movie,2011,NA,99,"Biography,Drama",6.9,82589
The Smurfs,movie,2011,NA,103,"Adventure,Animation,Comedy",5.4,82495
Haywire,movie,2011,NA,93,"Action,Drama,Thriller",5.8,82484
Confessions of a Dangerous Mind,movie,2002,NA,113,"Biography,Comedy,Crime",7,82449
The Bling Ring,movie,2013,NA,90,"Biography,Crime,Drama",5.6,82283
The Circle,movie,2017,NA,110,"Drama,Sci-Fi,Thriller",5.3,82279
Cashback,movie,2006,NA,102,"Comedy,Drama,Romance",7.2,82124
Never Been Kissed,movie,1999,NA,107,"Comedy,Drama,Romance",6.1,82102
Secretary,movie,2002,NA,107,"Comedy,Drama,Romance",7,82063
Turbo,movie,2013,NA,96,"Adventure,Animation,Comedy",6.4,82049
The Neon Demon,movie,2016,NA,117,"Horror,Thriller",6.2,81989
The New World,movie,2005,NA,135,"Biography,Drama,History",6.7,81939
Overlord,movie,2018,NA,110,"Action,Adventure,Horror",6.6,81890
The DUFF,movie,2015,NA,101,"Comedy,Romance",6.5,81770
Stargate SG-1,tvSeries,1997,2007,44,"Action,Adventure,Drama",8.4,81757
Videodrome,movie,1983,NA,87,"Horror,Sci-Fi,Thriller",7.2,81670
